174.446, 129.496, 8.270, 21.440 False
174.172, 129.496, 8.211, 21.473 False
173.901, 129.496, 8.122, 21.506 False
173.633, 129.495, 8.009, 21.539 False
173.371, 129.495, 7.876, 21.572 False
173.113, 129.495, 7.727, 21.605 False
172.860, 129.495, 7.565, 21.638 False
172.614, 129.495, 7.392, 21.671 False
172.373, 129.495, 7.210, 21.704 False
172.138, 129.495, 7.022, 21.737 False
171.910, 129.495, 6.828, 21.770 False
171.688, 129.495, 6.631, 21.803 False
171.473, 129.495, 6.430, 21.836 False
171.264, 129.494, 6.232, 21.869 False
171.062, 129.494, 6.037, 21.902 False
170.866, 129.494, 5.851, 21.935 False
